conteudo,enviado_por,canal,prioridade_atendimento,status_atendimento,tipo_pessoa,gravidade,categoria
Poderiam criar um fluxo mais claro de como funciona o atendimento,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Sugiro criar um canal de atendimento exclusivo para adolescentes,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Seria útil ter um histórico de atendimentos acessível pelo beneficiário,BENEFICIARIO,email,3,ENCERRADO,OUTRO,1,sugestao
Poderiam criar um programa de reconhecimento para os voluntários mais ativos,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
podia ter mais horario,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,2,sugestao
seria bom ter app,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
Podia ter estacionamento,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
Precisamos de mais voluntarios,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,3,sugestao
seria bom ter wifi la,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,3,sugestao
deviam mandar lembrete,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,2,sugestao
pode melhorar a sala de espera,BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,2,sugestao
Seria bom ter mais vagas,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
precisa de mais dentistas,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
colocassem aviso de horario no site,BENEFICIARIO,email,4,ENCERRADO,OUTRO,3,sugestao
Um app facilitaria muito,BENEFICIARIO,whatsapp,4,ABERTO,OUTRO,2,sugestao
colocassem mais cadeiras la,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
era bom ter video sobre os procedimentos,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
que tal atender por video?,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,2,sugestao
Podem adicionar um chat no site,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,1,sugestao
seria boa ideia um grupo de pais,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
poderiam abrir filial perto da escola,BENEFICIARIO,telefone,4,ABERTO,MULHER_APOLONIA,3,sugestao
seria interessante ter mais canais,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
deviam ter mais dias disponiveis,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Podiam ter um numero de emergencia,BENEFICIARIO,telefone,4,ABERTO,OUTRO,1,sugestao
uma lista de docs ajudaria muito,BENEFICIARIO,email,3,ENCERRADO,OUTRO,1,sugestao
seria bom ter cadastro online,BENEFICIARIO,presencial,3,ABERTO,MULHER_APOLONIA,2,sugestao
adicionar mais pontos de atendimento,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
seria util ter instrucoes pos consulta,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,2,sugestao
tinha que ter retorno automatico,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,1,sugestao
podia ter atendimento na creche,BENEFICIARIO,presencial,4,ABERTO,OUTRO,3,sugestao
seria bom ter dicas de saude bucal,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
deviam mandar foto do dentista antes,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
precisa de sala de espera infantil,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
Era bom ter pesquisa de satisfacao,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
podia ter atividades pras criancas esperando,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,3,sugestao
tem que melhorar o site,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,1,sugestao
seria bom ter consulta domiciliar,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
devia ter guia de primeiros socorros,BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,1,sugestao
era legal ter tutorial de como agendar,BENEFICIARIO,email,3,ENCERRADO,OUTRO,1,sugestao
precisam de espaco maior,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
colocar o endereco no google maps,BENEFICIARIO,presencial,3,ABERTO,OUTRO,1,sugestao
podia ter um chatbot pra tirar duvida,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
melhorar o formulario online,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
seria otimo ter mais voluntarios,BENEFICIARIO,email,4,ABERTO,OUTRO,3,sugestao
deviam ter dias fixos de atendimento,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,2,sugestao
seria bom avisar quando tiver vaga,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
podiam ter mais opcoes de canal de contato,BENEFICIARIO,email,3,ABERTO,OUTRO,1,sugestao
Deviam ter mais dias de atendimento,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
seria bom ter atendimento domiciliar,BENEFICIARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
Colocassem mais informacoes no site,BENEFICIARIO,presencial,3,ABERTO,OUTRO,1,sugestao
seria util ter um numero de urgencia 24h,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
deveriam ter mais voluntarios,BENEFICIARIO,email,4,ENCERRADO,OUTRO,3,sugestao
seria bom ter atendimento via instagram,BENEFICIARIO,telefone,4,ABERTO,MULHER_APOLONIA,3,sugestao
Podiam ter sala especifica para crianca,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
seria otimo ter mais unidades,BENEFICIARIO,presencial,3,ENCERRADO,MULHER_APOLONIA,3,sugestao
tinha que ter area de lazer para criancas,BENEFICIARIO,whatsapp,3,ABERTO,MULHER_APOLONIA,2,sugestao
podiam ter retorno automatico por wpp,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
melhorar o processo de agendamento,BENEFICIARIO,whatsapp,3,ABERTO,OUTRO,2,sugestao
deveriam simplificar o formulario,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,1,sugestao
era bom ter tutorial de uso do site,BENEFICIARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
colocassem confirmacao automatica por email,BENEFICIARIO,email,4,ABERTO,MULHER_APOLONIA,2,sugestao
seria util ter chatbot no site,BENEFICIARIO,presencial,4,ABERTO,OUTRO,2,sugestao
podiam ter FAQ com duvidas frequentes,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
seria bom ter atendimento em libras,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
era legal ter mapa do percurso ate o local,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
deveriam ter materiais educativos,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
ter uma linha de atendimento exclusiva,BENEFICIARIO,presencial,3,ABERTO,OUTRO,2,sugestao
seria bom ter acompanhamento digital,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
podiam ter programa de prevencao bucal,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,1,sugestao
era bom ter dentista especialista em crianca,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,2,sugestao
deviam ter parceria com escolas,BENEFICIARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
seria otimo ter visita as comunidades,BENEFICIARIO,whatsapp,3,ABERTO,MULHER_APOLONIA,3,sugestao
podiam ter mais pontos de coleta de docs,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,3,sugestao
seria bom ter um canal no telegram,BENEFICIARIO,presencial,3,ABERTO,MULHER_APOLONIA,2,sugestao
era legal ter grupo de pais no whatsapp,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
deveriam criar um programa de saude bucal,BENEFICIARIO,whatsapp,4,ABERTO,MULHER_APOLONIA,1,sugestao
podiam enviar dicas de higiene bucal,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
era bom ter mais vagas por dia,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
deviam ter atendimento prioritario pra idosos,BENEFICIARIO,whatsapp,3,ABERTO,MULHER_APOLONIA,1,sugestao
seria bom ter avaliacao pos atendimento,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter parceria com ubs da regiao,BENEFICIARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
era legal ter video explicando o atendimento,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
seria util ter notificacoes de vaga disponivel,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
deveriam melhorar o site mobile,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
podiam ter indicacao de onibus e metro,BENEFICIARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
era bom ter mais canais de comunicacao,BENEFICIARIO,email,4,ABERTO,MULHER_APOLONIA,2,sugestao
deviam ter um programa de fidelizacao,BENEFICIARIO,email,4,ENCERRADO,OUTRO,1,sugestao
seria bom ter historico de consultas online,BENEFICIARIO,telefone,4,ENCERRADO,OUTRO,2,sugestao
podiam ter lista de espera online,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,3,sugestao
era legal criar um clube de saude bucal,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,1,sugestao
seria bom ter mais recursos disponiveis,BENEFICIARIO,presencial,4,ABERTO,MULHER_APOLONIA,2,sugestao
deviam criar um portal do beneficiario,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
seria util ter um numero unico de contato,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,3,sugestao
podiam ter servico de traducao,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
era bom ter mais informacoes no wpp,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
deviam ter parcerias com farmacias,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
seria bom ter kit higiene bucal,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,3,sugestao
podiam ter mais eventos na comunidade,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,3,sugestao
era legal ter manual do beneficiario,BENEFICIARIO,whatsapp,3,ABERTO,MULHER_APOLONIA,1,sugestao
seria bom ter mais vagas no horario da noite,BENEFICIARIO,presencial,3,ABERTO,OUTRO,1,sugestao
podiam ter programa de orientacao nutricional,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
era bom ter botao de emergencia no app,BENEFICIARIO,email,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
deviam ter agenda publica de atendimentos,BENEFICIARIO,telefone,4,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
seria util ter canal exclusivo de agendamento,BENEFICIARIO,telefone,4,ABERTO,MULHER_APOLONIA,1,sugestao
podiam ter voluntario dedicado a crianca,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
era bom ter apoio psicologico junto ao dentario,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
seria bom ter carta de servicos impresso,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter pagina de depoimentos no site,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
era legal divulgar o servico em escolas,BENEFICIARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
deviam ter convencio com a prefeitura,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
seria bom ter mais instrutores de higiene,BENEFICIARIO,telefone,3,ABERTO,OUTRO,1,sugestao
podiam ter ficha de encaminhamento medico,BENEFICIARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
era bom ter mais feedback do tratamento,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
seria util ter protocolo de urgencia divulgado,BENEFICIARIO,whatsapp,4,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
podiam ter espaco de descanso pra mes,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
era bom ter boletim informativo mensal,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
deviam ter parceria com transporte publico,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,sugestao
seria util ter lista de espera unificada,BENEFICIARIO,email,4,ABERTO,MULHER_APOLONIA,2,sugestao
podiam ter atendimento em creches,BENEFICIARIO,whatsapp,3,ABERTO,MULHER_APOLONIA,1,sugestao
era legal ter programa de escovacao em grupo,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,3,sugestao
seria bom ter lembrete de consulta por sms,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,1,sugestao
deviam ter mapa dos pontos de atendimento,BENEFICIARIO,whatsapp,4,ABERTO,MULHER_APOLONIA,3,sugestao
podiam ter atendimento no parque,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
era bom ter parceria com hospitais regionais,BENEFICIARIO,email,3,ENCERRADO,OUTRO,3,sugestao
seria util ter acompanhamento via email,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter treinamento online para pacientes,BENEFICIARIO,telefone,4,ABERTO,OUTRO,2,sugestao
era legal ter canal de voluntariado no site,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,3,sugestao
seria bom ter blog de saude bucal,BENEFICIARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
deviam ter suporte fora do horario comercial,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter aviso de nova vaga por zap,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
era bom ter parceria com ong local,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,3,sugestao
seria util ter formulario pre atendimento online,BENEFICIARIO,telefone,3,ABERTO,OUTRO,2,sugestao
podiam ter guia de procedimentos,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
era bom ter newsletter de saude,BENEFICIARIO,presencial,4,ABERTO,OUTRO,2,sugestao
deviam ter feedback individual pos consulta,BENEFICIARIO,telefone,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
seria bom ter parceria com educacao,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
podiam ter convenio com assistencia social,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
era legal ter espaco de leitura na espera,BENEFICIARIO,email,3,ABERTO,MULHER_APOLONIA,3,sugestao
seria bom ter atendimento em feriados,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
era bom ter convenio com transporte,BENEFICIARIO,email,3,ABERTO,OUTRO,3,sugestao
seria bom ter sala de alleitamento,BENEFICIARIO,whatsapp,4,ABERTO,OUTRO,2,sugestao
podiam ter protocolo claro de urgencias,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
era legal criar app de monitoramento,BENEFICIARIO,email,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
deviam ter mais voluntarios formados,BENEFICIARIO,email,3,ABERTO,OUTRO,1,sugestao
seria otimo ter parceria com secretaria de saude,BENEFICIARIO,telefone,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter reuniao de pais periodicamente,BENEFICIARIO,presencial,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
era bom ter atendimento itinerante,BENEFICIARIO,whatsapp,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
deviam ter helpdesk disponivel,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
seria util ter agenda compartilhada online,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,3,sugestao
podiam ter mais dias de plantao,BENEFICIARIO,presencial,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
era bom ter suporte emocional disponivel,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
deviam ter mais atividades preventivas,BENEFICIARIO,presencial,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
seria bom ter canal de contato para pais,BENEFICIARIO,whatsapp,3,ENCERRADO,OUTRO,1,sugestao
podiam ter cadastro simplificado,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
era legal ter sorteio de consultas,BENEFICIARIO,telefone,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
deviam ter espaco para bebes,BENEFICIARIO,telefone,3,ABERTO,OUTRO,2,sugestao
seria bom ter ficha de acompanhamento impresso,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter recursos pedagogicos,BENEFICIARIO,email,4,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
era bom ter laboratorio proximo,BENEFICIARIO,presencial,3,ABERTO,MULHER_APOLONIA,1,sugestao
deviam ter plano de tratamento escrito,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
seria util ter cartilha de higiene bucal,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter acesso a historico pelo celular,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
era bom ter rede de parceiros ampliada,BENEFICIARIO,whatsapp,3,ENCERRADO,MULHER_APOLONIA,2,sugestao
deviam ter programa de prevencao escolar,BENEFICIARIO,telefone,4,ABERTO,MULHER_APOLONIA,1,sugestao
seria bom ter mais divulgacao do projeto,BENEFICIARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter fila prioritaria online,BENEFICIARIO,presencial,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
era legal ter painel de espera digital,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
deviam ter sistema de avaliacao simples,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,1,sugestao
seria bom ter canal direto com o dentista,BENEFICIARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
podiam ter plano terapeutico compartilhado,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,2,sugestao
era bom ter registro do tratamento em pdf,BENEFICIARIO,email,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
deviam ter material sobre higiene pra crianca,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
seria bom ter atendimento de segunda a segunda,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter triagem online antes da consulta,BENEFICIARIO,whatsapp,4,ABERTO,MULHER_APOLONIA,3,sugestao
era legal ter programa de radio sobre saude,BENEFICIARIO,telefone,3,ABERTO,MULHER_APOLONIA,1,sugestao
deviam ter link direto pra agendar no site,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,1,sugestao
seria bom ter grupo de whatsapp de suporte,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
podiam ter kits de higiene bucal doados,BENEFICIARIO,whatsapp,4,ABERTO,MULHER_APOLONIA,1,sugestao
era bom ter instrucoes pos procedimento por escrito,BENEFICIARIO,presencial,3,ABERTO,MULHER_APOLONIA,3,sugestao
deviam ter parceria com pedagogos,BENEFICIARIO,email,3,ABERTO,OUTRO,1,sugestao
seria util ter hotline de tiragem de duvida,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
podiam ter mais cursos pro voluntarios,BENEFICIARIO,presencial,4,ABERTO,OUTRO,2,sugestao
era bom ter boletim de saude das criancas,BENEFICIARIO,whatsapp,3,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
deviam ter mais eventos em comunidades,BENEFICIARIO,presencial,4,ABERTO,OUTRO,1,sugestao
seria bom ter parceria com ong de infancia,BENEFICIARIO,telefone,4,ABERTO,CRIANCA_ADOLESCENTE,1,sugestao
podiam ter avaliacao de saude bucal anual,BENEFICIARIO,email,4,ABERTO,OUTRO,1,sugestao
era legal ter kit de cuidados pos consulta,BENEFICIARIO,email,4,ENCERRADO,OUTRO,2,sugestao
deviam ter consultores de saude bucal,BENEFICIARIO,whatsapp,3,ABERTO,OUTRO,2,sugestao
seria bom ter parceria com defensoria publica,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,2,sugestao
podiam ter registro em prontuario eletronico,BENEFICIARIO,telefone,4,ENCERRADO,MULHER_APOLONIA,1,sugestao
era bom ter servico de orientacao nutricional,BENEFICIARIO,whatsapp,4,ENCERRADO,OUTRO,3,sugestao
deviam ter mais unidades moveis de atendimento,BENEFICIARIO,whatsapp,3,ABERTO,OUTRO,2,sugestao
seria util ter prontuario impresso disponivel,BENEFICIARIO,whatsapp,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podiam ter parceria com ubs proximas,BENEFICIARIO,telefone,3,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
era bom ter mais esclarecimentos ao final,BENEFICIARIO,presencial,3,ENCERRADO,OUTRO,2,sugestao
deviam ter espaco de recreacao na espera,BENEFICIARIO,presencial,3,ABERTO,OUTRO,1,sugestao
seria bom ter cronograma de atendimento publico,BENEFICIARIO,whatsapp,4,ENCERRADO,MULHER_APOLONIA,2,sugestao
podiam ter painel com informacoes no local,BENEFICIARIO,presencial,3,ABERTO,OUTRO,1,sugestao
era legal ter programa de apadrinhamento,BENEFICIARIO,telefone,3,ENCERRADO,OUTRO,2,sugestao
deviam ter canal de sugestoes do beneficiario,BENEFICIARIO,telefone,3,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
seria bom ter farmacia social conveniada,BENEFICIARIO,email,4,ENCERRADO,CRIANCA_ADOLESCENTE,3,sugestao
podia ter mais horario disponivel no app,BENEFICIARIO,presencial,3,ENCERRADO,CRIANCA_ADOLESCENTE,1,sugestao
seria bom manda lembrete de consulta no zap,BENEFICIARIO,telefone,4,ABERTO,CRIANCA_ADOLESCENTE,2,sugestao
sugiro ter atendimento noturno tbm,BENEFICIARIO,presencial,4,ENCERRADO,OUTRO,3,sugestao
"Minha filha está com muita dor de dente, precisa de ajuda hoje",BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,4,urgencia
"Preciso de atendimento urgente, meu filho não para de chorar de dor",BENEFICIARIO,whatsapp,1,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
"Situação crítica, minha menina não consegue comer de tanta dor",BENEFICIARIO,email,2,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Urgente, meu filho está com o rosto inchado e com febre",BENEFICIARIO,telefone,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Preciso de socorro agora, minha filha está sofrendo muito",BENEFICIARIO,whatsapp,2,SOLICITADO,OUTRO,4,urgencia
"Não aguenta mais de dor, precisamos de ajuda com urgência",BENEFICIARIO,telefone,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Dor insuportável, meu filho não dormiu a noite toda",BENEFICIARIO,email,2,ABERTO,OUTRO,5,urgencia
"Caso urgente, criança com infecção na boca e febre alta",BENEFICIARIO,telefone,2,SOLICITADO,OUTRO,4,urgencia
"Preciso de atendimento hoje, está em situação crítica de dor",BENEFICIARIO,telefone,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
"Minha menina está em pânico de dor, por favor me ajudem",BENEFICIARIO,email,1,ABERTO,MULHER_APOLONIA,5,urgencia
"Urgentíssimo, o dente do meu filho quebrou e está sangrando",BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
"Meu filho caiu e bateu os dentes, está com sangramento",BENEFICIARIO,email,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Preciso de ajuda hoje mesmo, é grave",BENEFICIARIO,whatsapp,1,ABERTO,MULHER_APOLONIA,5,urgencia
"Situação de emergência bucal, dente infeccionado com pus",BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,5,urgencia
Criança com dor insuportável há mais de 24 horas,BENEFICIARIO,whatsapp,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
Meu filho não consegue falar direito de tanta dor,BENEFICIARIO,email,1,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
"Urgente, possível fratura no dente após acidente",BENEFICIARIO,telefone,1,ABERTO,MULHER_APOLONIA,5,urgencia
"Febre alta e inchaço no rosto, pode ser infecção grave",BENEFICIARIO,presencial,1,ABERTO,MULHER_APOLONIA,4,urgencia
"Meu filho está com a bochecha inchada desde ontem, é urgente",BENEFICIARIO,whatsapp,2,ABERTO,CRIANCA_ADOLESCENTE,5,urgencia
"Dor de dente com febre há dois dias, preciso de ajuda rápido",BENEFICIARIO,telefone,1,SOLICITADO,OUTRO,4,urgencia
"Criança não consegue dormir de dor, preciso de atendimento agora",BENEFICIARIO,presencial,1,SOLICITADO,CRIANCA_ADOLESCENTE,4,urgencia
"Urgente, meu filho engoliu parte de um dente quebrado",BENEFICIARIO,whatsapp,1,SOLICITADO,OUTRO,5,urgencia
"Preciso de ajuda imediata, criança com sangramento na boca",BENEFICIARIO,telefone,1,ABERTO,OUTRO,5,urgencia
"Situação grave, criança com abscesso dentário e muita dor",BENEFICIARIO,email,2,SOLICITADO,CRIANCA_ADOLESCENTE,5,urgencia
"Meu filho está com inchaço no pescoço, preciso de socorro",BENEFICIARIO,email,1,ABERTO,OUTRO,4,urgencia
"Urgente, dente de leite caiu antes do tempo e está sangrando",BENEFICIARIO,presencial,2,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
Criança com dor insuportável no dente do siso que está nascendo,BENEFICIARIO,presencial,2,ABERTO,OUTRO,5,urgencia
"Preciso de alguém hoje, minha filha não consegue comer nada",BENEFICIARIO,telefone,1,SOLICITADO,OUTRO,5,urgencia
"Emergência, fratura no maxilar após queda",BENEFICIARIO,whatsapp,1,SOLICITADO,MULHER_APOLONIA,4,urgencia
Meu filho tem 4 anos e está em desespero de dor,BENEFICIARIO,email,1,ABERTO,CRIANCA_ADOLESCENTE,4,urgencia
"Urgente, criança com dor e calafrios, pode ser infecção grave",BENEFICIARIO,presencial,2,ABERTO,MULHER_APOLONIA,5,urgencia
